smiles,energy_max_osc
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,5.096
COc1cccc(-c2n[nH]c(=S)n2/N=C/c2c3ccccc3cc3ccccc23)c1,3.317
N#C/C(=C\c1ccc(C#Cc2c3ccccc3c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccccc23)s1)C(=O)O,2.732
O=C(Nc1cccnc1)c1ccc2nc3ccccc3nc2c1,3.975
N#CC(=Cc1c2ccccc2cc2ccccc12)c1ccc(N(c2ccccc2)c2ccccc2)cc1,3.268
CC(C)CSCC(C)C,5.729
[F-],9.152
CC(=O)N1CCCCCC1=O,5.031
N#Cc1ccc(-c2ccc3c(c2)c2cc(-c4ccc(C#N)cc4)ccc2c2c3nc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)n2-c2ccccc2)cc1,3.726
O=C(Cn1c2ccccc2c(=O)c2ccccc21)N/N=C/c1ccc(-c2cc(Cl)ccc2Cl)o1,3.929
CCCCCCc1c(-c2ccc(/C=C(\C#N)C(=O)O)s2)sc(-c2ccc(-c3ccc(-c4cc5sc6ccsc6c5s4)s3)s2)c1CCCCCC,2.658
CCCCCCCCN1C(=O)/C(=C2/C(=O)N(CCCCCCCC)c3cc(-c4ccc(/C=C(\C#N)C(=O)O)s4)ccc32)c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc21,2.556
CC(=O)OCCN1C(=O)c2cccc3c(Oc4ccccc4C)ccc(c23)C1=O,4.065
CCC1=C(CC)C(C(C)C)=C(CC)C1,4.989
CNc1ncc2nc(C(=O)OC)n(Cc3ccccc3)c2n1,4.356
O=C(Cn1c2ccccc2c(=O)c2ccccc21)NC(C(=O)O)c1ccccc1,3.951
O=C1c2ccccc2C(=O)c2cc(Br)ccc21,3.373
Cc1ccc(C(=O)C2=NNCC2c2c3ccccc3cc3ccccc23)cc1,3.705
N#C/C(=C\c1ccc(-c2ccc(N(c3ccc(N4c5ccccc5Sc5ccccc54)cc3)c3ccc(N4c5ccccc5Sc5ccccc54)cc3)cc2)o1)C(=O)O,3.231
CCc1ccc(O)c(/N=N/c2c(C)cc(C)cc2C)c1,3.452
O=C(CCCOCCOCCCCCCCl)CSc1c(F)c(F)c(C(=O)[O-])c(C2=c3cc4c5c(c3Oc3c2cc2c6c3CCCN6CCCC2)CCC[N+]=5CCCC4)c1F,4.312
CCOC(=O)CCCN(CC)c1cc(OC)c(C2c3ccc(N(C)C)cc3Oc3cc(N(C)C)ccc32)cc1N(C)C,4.499
C[Si](C)(C)[Si](c1ccc(-c2ccc([Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)s2)s1)([Si](C)(C)C)[Si](C)(C)C,3.83
CN(C)Cc1c2ccccc2cc2ccccc12,3.736
CC(C)=C1CC[C@@H](C)CC1=O,3.803
O=C(Cn1c2ccccc2c(=O)c2ccccc21)Nc1ccc(Br)cc1Br,3.955
CN(C)c1ccc(/N=N\c2ccc(N3CCCCC3)c3c2C(=O)c2ccccc2C3=O)cc1,2.627
CC(C)CCOc1ccc(N2c3ccccc3Sc3cc(/C=C/c4nc5ccc(C(=O)O)cc5nc4/C=C/c4ccc5c(c4)Sc4ccccc4N5c4ccc(OCCC(C)C)cc4)ccc32)cc1,3.371
ClC(Cl)=CC=C(Cl)Cl,5.088
CCO[B-]1(OCC)n2c(C)cc(C)c2C(c2ccc(I)cc2)=C2C(C)=CC(C)=[N+]21,3.142
CCCCN(CCCC)c1ccc2c(c1)oc1c3oc(-c4ccnc(-c5cc(C(=O)O)ccn5)c4)nc3c3[nH]c4ccccc4c3c21,3.683
COc1cc2c(=O)c(CCCCN=[N+]=[N-])coc2cc1O,4.165
CCN(CC)c1ccc(N=Nc2ncc(C=Cc3sc4ccccc4[n+]3CC)s2)cc1,2.244
Cc1ccc(Nc2ccc(/N=N/c3ccc(/N=N/c4cccc(S(=O)(=O)[O-])c4)c4ccccc34)c3cccc(S(=O)(=O)[O-])c23)cc1,2.821
c1ccc(-c2cc(-c3ccccc3N(c3ccccc3)c3ccccc3)c(-c3ccccc3)cc2-c2ccccc2N(c2ccccc2)c2ccccc2)cc1,4.25
S=c1[nH]nc(-c2cccnc2)n1/N=C/c1c2ccccc2cc2ccccc12,3.283
CC(C)CCC(C)NC(=O)Cn1c2ccccc2c(=O)c2ccccc21,3.931
CCCCCCn1c2ccccc2c2ccc(N3c4ccccc4Sc4cc(/C=C(\C#N)C(=O)O)ccc43)cc21,3.238
N#CC(=Cc1ccc(C=Cc2ccc(N(c3ccccc3)c3ccc(/C=C/c4ccc(C=C(C#N)C(=O)O)s4)cc3)cc2)s1)C(=O)O,2.817
COC(=O)CN1CCOCCN(CC(=O)OC)c2ccc(-c3c4cc(F)c(=O)cc-4oc4cc(OCOC(C)=O)c(F)cc34)cc2OCCOc2cc(C)ccc21,3.381
CCN(CC)c1ccc2cc(-c3ccc(/C=C(\C#N)C(=O)O)s3)c(=O)oc2c1,3.113
COc1cc(C(C(=O)Nc2ccc3c(c2)OCO3)N(Cc2ccccc2)C(=O)CN2C(=O)C(=O)c3ccccc32)cc(OC)c1OC,3.488
c1cc[c-](-c2ccc(-n3cnnc3)cc2)c1,3.628
Oc1nc2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2nc1O,4.023
[H]/[NH+]=c1/ccc2c(-c3cc(C(=O)[O-])ccc3C(=O)[O-])c3ccc(N)c(S(=O)(=O)[O-])c3oc-2c1S(=O)(=O)[O-],4.377
C[SiH](C)c1ccc([SiH](C)C)c2ccccc12,4.544
CC1CN(CN2C(=O)C(=O)c3cc(Cl)ccc32)CC(C)O1,3.441
CN(C)c1ccc(/C=C/c2nc3c4ccccc4c4ccccc4c3o2)cc1,3.587
CCCCN1c2ccccc2Oc2cc(C=CC3=C(O)C(=CC4=[N+](CCCC)c5ccc(C(=O)O)cc5C4(C)C)C3=O)ccc21,2.159
CCCCC(CC)Cn1c2ccccc2c2ccc(-c3ccc4c5ccccc5n(CC(CC)CCCC)c4c3)cc21,4.236
CC1(C)c2ccccc2N(c2ccc3c(c2)c(=O)c2cccc4c(=O)c5cc(N6c7ccccc7C(C)(C)c7ccccc76)ccc5n3c24)c2ccccc21,3.765
O=C(O)c1cc(C(=O)O)cc(N2C(=O)C(=Cc3c4ccccc4cc4ccccc34)SC2=S)c1,3.203
CCCCCCc1cc2c(s1)-c1ccccc1N1B2c2cc(CCCCCC)sc2-c2cc3c(cc21)-c1sc(CCCCCC)cc1B1c2cc(CCCCCC)sc2-c2cc4c(cc2N13)-c1sc(CCCCCC)cc1B1c2cc(CCCCCC)sc2-c2ccccc2N14,3.656
N#C/C(=C\c1ccncc1)c1nc(-c2ccc(Cl)cc2)cs1,3.818
O=C(N/N=C/c1c2ccccc2cc2ccccc12)c1cc2ccccc2cc1O,3.36
CC(=O)C(C)(C)C,4.381
C=C(C)C(=O)NCCCNC(=O)C(CS(=O)(=O)OC)NC(=O)COCC(=O)N1CCN(S(=O)(=O)c2cc(O)c3ccc4c(S(=O)(=O)CO)cc(S(=O)(=O)OC)c5ccc2c3c45)CC1,3.6
O=[N+]([O-])c1cn(CCNc2c3ccccc3nc3ccccc23)cn1,3.706
CCCCC(CC)CN1c2ccc(/C=C/C(=O)O)cc2Sc2cc(/C=C/C3=CC(=C(C#N)C#N)C=C(/C=C/c4ccc5c(c4)Sc4cc(/C=C/C(=O)O)ccc4N5CC(CC)CCCC)O3)ccc21,3.117
Cc1cc(C)cc(NC(=O)CCCn2c3ccccc3c(=O)c3ccccc32)c1,3.965
c1cc2c3c(cccc3c1)NC(c1ccc3ccc4cccc5ccc1c3c45)N2,3.946
CC(=O)N1/C(=C\C#N)c2ccccc2-c2ccccc21,4.065
CCCCCCN1c2ccc(-c3ccc(OC)cc3)cc2Sc2cc(-c3ccc(/C=C(\C#N)C(=O)O)s3)ccc21,3.056
CCCCCCCCOc1ccc(N(c2ccc(OCCCCCCCC)cc2)c2ccc(-c3ccc(-c4ccc(/C=C(/C#N)C(=O)O)s4)c4nc(-c5ccccc5)c(-c5ccccc5)nc34)cc2)cc1,2.855
CN(C)c1ccc(NC(=O)C(c2cccs2)N(Cc2cccnc2)C(=O)CN2C(=O)C(=O)c3ccccc32)cc1,3.519
Nc1ccc(C(=O)c2ccc(N)cc2)cc1,3.973
CCCCCCc1cc(-c2ccc(-c3ccc4c(c3)C3CCCC3N4c3ccc(C)cc3)c3nonc23)sc1/C=C(\C#N)C(=O)O,2.532
CN1Cc2ccccc2-c2ccc(O)cc21,4.234
Cc1cccn2c3c(c(-c4ccc(Br)cc4)c12)CN(CCNC(=O)OC(C)(C)C)C3=O,4.163
CCCCN(CCCC)c1ccc(C#Cc2cc(C#Cc3ccc(C#N)cc3)c(C#Cc3ccc(N(CCCC)CCCC)cc3)cc2C#Cc2ccc(C#N)cc2)cc1,3.796
CCNc1ccc2c(c1)Oc1c/c(=C/CC(F)(F)F)ccc1=C2c1cc(C)ccc1C(=O)[O-],3.139
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3ccc(-c4ccc(-c5ccc(/C=C(\C#N)C(=O)O)c6nsnc56)s4)s3)cc2)cc1,2.471
O=S(=O)(Nc1ccccn1)c1cccs1,5.169
O=C1/C(=C2\Nc3c(cc(S(=O)(=O)[O-])cc3S(=O)(=O)[O-])C2=O)Nc2ccc(S(=O)(=O)[O-])cc21,2.599
COc1cc(/N=N/c2c(C)cc(C)cc2S(=O)(=O)[O-])c(C)cc1/N=N/c1c(S(=O)(=O)[O-])cc2cc(Nc3ccccc3)ccc2c1O,2.801
CC(C)(C)OC(=O)CCCCCO[PH](=O)OC(C)(C)C,5.785
CCCCCCCCCCCCS,5.608
CCCCN1c2cc(O[Si](C)(C)C(C)(C)C)ccc2C(C=O)=CC1(C)C,3.553
CN1c2ccc(/C(c3ccccc3C(=O)[O-])=c3\ccc4c(c3)-c3sc5ccccc5c3C(C)(C)[N+]=4C)cc2-c2sc3ccccc3c2C1(C)C,3.59
O=C(O)c1cc([N+](=O)[O-])c(N=Nc2ccc(O)c3ccccc23)c([N+](=O)[O-])c1,3.147
c1ccc(C2=C3c4ccccc4C4=[N+]3[B-]3(Oc5ccccc54)Oc4ccccc4-c4c5ccccc5c2n43)cc1,2.218
CCO[Si](OCC)(c1ccccc1)c1ccc(N=Nc2ccc(N(C)C)cc2)cc1,3.59
O=C(C=Cc1ccccc1)CC(=O)C=Cc1ccccc1,3.622
Cc1ccc2c(c1)c(=O)c1ccccc1n2CC(=O)NCc1ccc(Cl)cc1,3.961
O=C(O)c1ccc(N=CC=C(Cl)c2ccc3c(c2)c2cc(C(Cl)=CC=Nc4ccc(C(=O)O)c(O)c4)ccc2n3-c2ccccc2)cc1O,3.732
CC(C)(C)c1ccc(-c2c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(C#N)c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(-c3ccc(C(C)(C)C)cc3)c2-c2ccc(C(C)(C)C)cc2)cc1,4.113
Cc1ccccc1NC(=O)c1cccc2nc3ccccc3nc12,3.624
CSc1ncn(C)c2nc[n+](C)c1-2,4.564
N#C/C(=C\c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nc4c(nc23)-c2ccccc2C2(c3ccccc3-c3ccccc32)c2ccccc2-4)cc1)C(=O)O,3.341
COc1ccc(-n2c(N=Nc3nc4ccccc4s3)ccc2-c2cccs2)cc1,3.024
CCCCOc1ccc(N(c2ccc(OCCCC)cc2)c2ccc3nc(/C=C(/C#N)C(=O)O)ccc3c2)cc1,3.197
CC(C)c1ccc(-c2cc3c(o2)=CC2=Cc4cc5oc(-c6ccc(C(C)C)cc6)cc5n4[B-](F)(F)[N+]=32)cc1,2.453
Ic1cccc2cc3ccccc3cc12,3.759
CCCCCCOc1c(OCCCCCC)c(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)c2nc(C)c(C)nc2c1-c1ccc(/C=C(\C#N)C(=O)O)s1,2.739
CC1=CC(C)=[N+]2C1=Cc1ccc(/C=C/c3ccc(CCl)cc3)n1[B-]2(F)F,2.779
O=[N+]([N-]c1cccc(Cl)c1)c1cccc(Cl)c1,3.867
CC1CCCCN1c1c(F)cc2c(c1F)OC1=C(/C=C/C3=[N+](C)c4ccccc4C3(C)C)CCCC1=C2,2.461
O=c1[nH]c(O)c(-c2c[nH]c3ccccc23)c(=O)[nH]1,4.811
O=c1oc2ccccc2c2c1c(=O)oc1ccc3ccc(O)cc3c12,3.616
CC(=O)c1ccc2ccc3ccccc3c2c1,3.974
O=C(CN(c1ccccc1Cl)S(=O)(=O)c1ccccc1)N/N=C/c1c2ccccc2cc2ccccc12,3.302
CCCCCCc1ccc(-n2c3[n+](c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2ccc4ccccc4c2-3)cc1,3.826
COc1ccc(-c2c3ccccc3c(-c3ccc(OC)cc3)c3cc4ccccc4cc23)cc1,2.994
Clc1cc(Cl)cc(Cl)c1,5.108
CCN1c2cccc3cccc(c23)C1/C=C/C1=C(Cl)/C(=C/C=c2\c3cccc4cccc(c43)n2CC)CCC1,2.797
COc1ccc2c(c1)C(=O)C(=O)N2Cc1ccc(F)cc1,3.236
C(=N/Nc1nc2ccccc2[nH]1)\c1c2ccccc2cc2ccccc12,3.292
CC1CC=C(c2ccc(-c3cccs3)s2)CC1,3.839
CC1=CC(C)(C)N2C(=O)C(=O)c3cc(OC(=O)c4ccccc4F)cc1c32,3.101
c1ccc2c(c1)-c1ccccc1C21c2ccccc2-c2cnccc21,4.82
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,3.842
CC[C@H](C)COc1ccc(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)cc1,3.19
O=C(O)CNC(=O)C1CCCN1,5.629
c1ccc(-c2cc3cc(-c4nnc(-c5ccccc5)o4)ccn3n2)cc1,4.048
CC1CC(C)(C)Cc2cc3c(cc21)C(c1ccccc1C(=O)O)=c1cc2c(cc1O3)=CC(C)(C)CC2C,3.018
S=C(NCc1ccccc1)NN=Cc1c2ccccc2c(Cl)c2ccccc12,3.285
NCCCNS(=O)(=O)c1c(N)ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[NH2+])c(S(=O)(=O)O)c-3oc12,3.395
COc1ccc(C2=C(c3ccc(OC)cc3)C(c3ccccc3)=[N+]3C2=Nc2c(-c4ccc(OC)cc4)c(-c4ccc(OC)cc4)c(-c4ccccc4)n2[B-]3(F)F)cc1,2.334
CSC1=N/C(=C\c2c3ccccc3cc3ccccc23)C(=O)S1,3.024
CSc1nc(=O)c2nccnc2[nH]1,3.877
CC(C)(C)C(=Cc1ccc2ccccc2n1)NN=Cc1ccc([N+](=O)[O-])cc1,3.223
CN(C)c1ccc(/C=C/c2ncnc3ccccc23)cc1,3.582
O=C(O)CN1C(=O)/C(=C\c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(B(O)O)s6)s5)s4)c4nsnc34)o2)SC1=S,2.356
Cc1cc2c(cc1C)NC(c1c3ccccc3cc3ccccc13)C1=C(O)CC(C)(C)CC1=N2,3.954
CC(C)[Si](C#Cc1c2cc3ccccc3cc2c(-c2ccc(C=C(C#N)C(=O)O)s2)c2cc3ccccc3cc12)(C(C)C)C(C)C,3.887
O=C(O)CNc1nc(Nc2ccc(/C3=c4\cc/c5n4[Zn]n4c(ccc4/C(c4ccccc4)=C4/C=CC3=N4)/C(c3ccccc3)=C3/C=CC(=N3)/C=5c3ccccc3)cc2)nc(Nc2ccc(-c3c4nc(c(-c5ccccc5)c5ccc([nH]5)c(-c5ccccc5)c5nc(c(-c6ccccc6)c6ccc3[nH]6)C=C5)C=C4)cc2)n1,3.684
N#C/C(=C/c1ccc2nc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)sc2c1)C(=O)O,3.2
Cc1ccccc1CN(C(=O)CN1C(=O)C(=O)c2ccccc21)C(C(=O)Nc1ccc2c(c1)OCO2)C(C)C,3.49
O=[N+]([O-])c1ccc2nc(-c3ccccc3)cc(-c3ccccc3)c2c1,3.923
CC(C)(C)c1cc2ccc3cc(C(C)(C)C)cc4c3c2c(c1)c(=O)n1c4nc2c3cc(C(C)(C)C)cc4ccc5cc(C(C)(C)C)cc(c5c43)c21,3.751
C=CCCC(C)=O,4.487
ClC(Cl)=CC(Cl)=C(Cl)Cl,4.996
CC(=O)Nc1ccc(Br)cc1,5.02
CC(=O)c1c(O)nc[nH]c1=O,4.53
Cn1c(/C=C/C(=O)O)nc2ccccc21,4.222
CC(C)NCc1cccc(-c2ccc(OC(C)C)cc2)c1,4.933
CSc1ccc(N=Nc2nc3ccc([N+](=O)[O-])cc3s2)cc1,3.341
CCN(CCOC(C)=O)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2S(=O)(=O)OCC(F)(F)C(F)F)cc1,3.507
CCCCCCCCCCCC[N+]1=C(CC2=C([O-])C(=O)/C2=C(\C#N)C(=O)OCC)C(C)(C)c2ccccc21,3.047
O=C1/C(=C2\Nc3ccccc3C2=O)Nc2ccccc21,2.781
CN(C)c1ccc(-c2ccc(-c3nc(C#N)c(C#N)n3C)cc2)cc1,4.153
O=c1nc(-c2cc(Cl)ccc2OP(=O)(O)O)[nH]c2ccc(Cl)cc12,4.446
c1ccc(-n2c(-c3ccc([Si](c4ccc(-c5nc6ccccc6n5-c5ccccc5)cc4)(c4ccc(-c5nc6ccccc6n5-c5ccccc5)cc4)c4ccc(-c5nc6ccccc6n5-c5ccccc5)cc4)cc3)nc3ccccc32)cc1,4.489
c1ccc2c(c1)-c1ccccc1C21c2ccccc2-c2cccnc21,4.733
CCc1ccc2c(c1)C(=O)C(=O)N2C,3.376
CN(C)c1ccc(/N=N/c2ccc(N)cc2Cl)cc1,3.46
c1cc2cc(c1)c1cccc(c1)c1cccc(c1)c1cccc(c1)c1cccc(c1)c1cccc2c1,4.841
Cc1ccccc1N(c1ccccc1C)c1ccc2ccc3c(N(c4ccccc4C)c4ccccc4C)ccc4ccc1c2c43,3.417
CCC(C)(C)c1ccc2c(c1)C(CCOC)(CCOC)c1cc(-c3ccc4c(c3)C(CCOC)(CCOC)c3cc(C(C)(C)CC)ccc3-4)ccc1-2,4.177
CCCc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3)cc1,2.844
[C-]#[N+]CN1CCOCCN(CC#N)c2ccc(C)cc2OCCOc2cc(-c3cc4ccc(C(=O)OCC)cc4[nH]3)ccc21,4.226
CSc1cc(-c2cc3cc4c5c(c3oc2=O)CCCN5CCC4)oc(=O)c1C#N,3.25
CCOC(=O)c1ccc(C2=CC3=c4cc(-c5ccc(C(=O)OCC)cc5)c5nc(C(F)(F)C(F)(F)C(F)(F)F)nc6c(-c7ccc(C(=O)OCC)cc7)cc(c4c65)C4=CC(c5ccc(C(=O)OCC)cc5)=C5N=C(C(F)(F)C(F)(F)C(F)(F)F)N=C2C5C43)cc1,3.254
CC1=CC(C)(C)N2C(=O)C(=O)c3cc(OC(=O)c4cccc(Cl)c4)cc1c32,3.121
COc1cc2c3c(c1)-c1c(sn(-c4cc(Cl)ccc4OC)c1=S)C(C)(C)N3C(=O)C2=O,3.769
CCCCCCC(C)NC(=O)Cn1c2ccccc2c(=O)c2ccccc21,3.939
C=C(C)C(=O)NCCCN(CCC)S(=O)(=O)c1cc(S(=O)(=O)N(CCC)CCCNC(=O)C(=C)C)c2ccc3c(S(C)(=O)=O)cc(O)c4ccc1c2c43,3.575
CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccccc2S(=O)(=O)[O-])cc1,4.536
Cc1cc2c(o1)=CC1=Cc3c(C)cc(C)n3[B-](F)(F)[N+]=21,3.016
Cc1ccc2c(c1)c(=O)c1ccccc1n2CCCC(=O)Nc1ccc(F)cc1Cl,3.984
O=C1Nc2cc3c(cc2C1=O)oc1ccccc13,3.393
O=C1C(=O)N(Cc2cccc(Cl)c2)c2ccccc21,3.526
Cc1cccc(N2CCN(CN3C(=O)C(=O)c4cc5c(cc43)OCCO5)CC2)c1,3.358
O=C1/C(=C\NC2CCCCC2)Nc2ccc(Br)c(Cl)c21,3.579
CN1CC(CO)O/C1=C(C#N)/C=C1/Nc2ccccc2C1=O,3.209
COc1ccc(/C=C/C(=O)Oc2ccc(/C=N/c3ccc(/N=N/c4ccccc4)cc3)cc2[N+](=O)[O-])cc1OC,3.535
Cc1ccc(N=O)cc1,1.646
Cc1ccc(-c2ccc(/C=C/c3ccc(Cl)cc3)cn2)nc1,3.94
OCCNc1c2ccccc2nc2c(F)c(F)c(F)c(F)c12,3.65
Cc1ccc2[nH]c3c(cc(NCCN(C)Cc4ccccc4)c4c(=O)c5ccccc5c(=O)c43)oc2c1,2.61
COc1cccc(-c2nc3oc(-c4cccc(OC)c4)c(-c4cccc(OC)c4)c4cc(C(C)(C)C)cc(c2-c2cccc(OC)c2)c34)c1,3.649
O=S(=O)([O-])c1ccc2c(/N=N/c3cccc4ccccc34)c(O)c(S(=O)(=O)[O-])cc2c1,3.028
C=C(C)C(=O)NCCCCC(NOOSc1cc(O)c2ccc3c(S(=O)(=O)NC(CCCCNC(=O)C(=C)C)C(=O)O)cc(S(=O)(=O)NC(CCCCNC(=O)C(=C)C)C(=O)O)c4ccc1c2c34)C(=O)O,3.246
N#Cc1c(N)nc(N)c(C#N)c1-c1ccccc1F,4.38
Cc1cc(C(=O)O)c(C)cc1C(=O)O,4.51
CCCCn1c2ccc(N(c3ccc(/C=C(/C#N)C(=O)O)cc3)c3ccc(OC)cc3)cc2c2cc(N(c3ccc(/C=C(/C#N)C(=O)O)cc3)c3ccc(OC)cc3)ccc21,3.464
O=[N+]([O-])c1ccc(F)c([N+](=O)[O-])c1,3.936
COc1c(C)cc(C)cc1C,5.216
CCCC1(C)C(C)=[N+](CC)c2ccc(S(=O)(=O)O)cc21,4.737
CC(C)Nc1c2ccccc2nc2ccccc12,3.671
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2cc(OCCCCCC)c(C#Cc3c(CCCCCC)cc(-c4ccc(C(=O)O)cc4)c4nsnc34)cc2OCCCCCC)cc1,2.871
O=c1c2cc(S(=O)(=O)O)ccc2[nH]c2ccc(S(=O)(=O)O)cc12,3.92
O=C(COC(=O)Cc1ccsc1)Nc1ccc(N=Nc2ccccc2)cc1,3.842
CC1(C)c2ccccc2-c2ccc(N(c3ccccc3)c3ccc4c(c3)C(C)(C)c3cc(-c5cc6ccccc6c6c5oc5ccccc56)ccc3-4)cc21,3.768
CCCNC(=S)Nc1ccc2nc3c4ccccc4c4ccccc4c3nc2c1,3.603
COCCOCC[N+]1=C(/C=C/C=C/C=C2/N(CCCCCC(=O)NCCNC(=O)CON)c3ccc(S(=O)(=O)O)cc3C2(C)CCOCCOC)C(C)(C)c2cc(S(=O)(=O)O)ccc21,2.614
CN(C)c1ccc2c(c1)C(=O)NC2=O,4.037
CC(C)(C)C(=O)CN1C(=O)C(=O)c2ccccc21,3.467
C=CCOc1ccc(CN(C)C(=O)Cn2c3ccccc3c(=O)c3ccccc32)cc1,3.998
c1ccc(-c2nc(-c3c4ccccc4cc4ccccc34)[nH]c2-c2cccs2)cc1,3.457
COc1ccc(-c2cc(C(=O)Nc3ccc(/N=N\c4ccccc4)cc3)no2)cc1,2.648
CCCCn1c2cc(C=O)ccc2c2ccc(-c3ccc(-c4ccc5c6ccc(N(c7ccccc7)c7ccccc7)cc6n(CCCC)c5c4)s3)cc21,3.383
O=C1CC(NCCc2ccccn2)C(=O)N1c1ccc(/N=N\c2ccccc2)cc1,2.667
c1ccc(-c2nc(-c3cccs3)[nH]c2-c2ccccc2)cc1,4.135
CCCCCCCCCCCCc1cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)sc1-c1ccc(/C=C(\C#N)C(=O)O)s1,2.941
CCCCCCCCn1nc2c(-c3ccc(/C=C(/C#N)C(=O)O)s3)c3nc(-c4ccccc4)c(-c4ccccc4)nc3c(-c3ccc(-c4ccc(N5c6ccccc6C6C7CCC(C7)C65)cc4)s3)c2n1,2.132
O=C(C=Cc1ccccc1)[c-]1cccc1,3.296
Brc1ccc(Br)cc1,5.161
CCCN1c2ccccc2Sc2cc(C3=C4C=CC=[N+]4[B-](F)(F)n4cccc43)ccc21,3.287
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-n3c4cc(/C=C(\C#N)C(=O)O)sc4c4sc(-c5ccc6c(c5)C5CCCC5N6c5ccc6c(c5)C(CCC)(CCC)c5c7c(c8c(c5-6)C(CCC)(CCC)c5ccccc5-8)C(CCC)(CCC)c5ccccc5-7)cc43)cc2)cc1,2.885
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)C3CCC3)cc2)cc1,3.873
O=C(O)c1ccc(F)c2ccccc12,4.488
CCCCCCCCCCCCCCCCCCN1/C(=C\C=C2/SC(=S)N(CC(=O)O)C2=O)Sc2ccccc21,3.041
N#Cc1ccccc1Sc1ccccc1C(=O)OCC(=O)Nc1ccc(N=Nc2ccccc2)cc1,3.81
CCC1=[N+]2C(=C(c3ccc(C(OC(=O)c4ccccc4)C(=O)NC(C)(C)C)cc3)c3ccc(CC)n3[B-]2(F)F)C=C1,3.148
[Zn],5.574
Nc1nc(-c2ccc(NC(=O)c3ccccc3)cc2)c(N=Nc2ccccc2)s1,3.165
CC1CCCCN1CN1C(=O)C(=O)c2ccccc21,3.515
CCCCCSc1nnc2c(n1)OC(c1c3ccccc3cc3ccccc13)Nc1ccccc1-2,3.691
O=S(=O)(Nc1ccc(/N=N/c2ccccc2)cc1)c1ccc(F)cc1,3.907
COc1ccc(CN(CN2C(=O)C(=O)c3cc(C)ccc32)C2CC2)cc1,3.416
c1ccc(-c2nc(-c3c4ccccc4cc4ccccc34)[nH]c2-c2ccccc2)cc1,3.468
O=C(COC(=O)c1c2ccccc2cc2ccccc12)Nc1ccc(Cl)cc1C(F)(F)F,3.644
O=S1(=O)c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2C2(c3ccccc3-c3ccccc32)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21,4.032
COc1ccc2c3c([nH]c2c1)C(C)=NCC3,4.353
CC(C)(C)Nc1oc(C=Cc2ccccc2)c(C(=O)OC(C)(C)C)c1C(=O)OC(C)(C)C,3.549
c1ccc(C2CC2)cc1,5.316
CCCCCCC1CC(C)(CCCCCC)N(C)c2ccc(-c3ccc(C=C(C#N)C(=O)O)s3)cc21,3.171
COc1ccc(-n2c3ccccc3c3cc(C=C(C#N)C#N)ccc32)cc1,3.781
NC(Cc1ccc(S(=O)(=O)O)s1)C(=O)NCCCCC(NC(=O)C(N)Cc1ccc(S(=O)(=O)O)s1)C(=O)NCCCCCC(=O)O,5.322
CCCCCCc1nc(-c2nc(CCCCCC)c(-c3ccc(/C=C(\C#N)C(=O)O)s3)s2)sc1C#Cc1ccc(N(c2ccccc2)c2ccccc2)cc1,2.77
CCN1C(=O)C(=O)c2cc(Br)cc(Br)c21,3.312
CCN(CC)c1ccc2cc(/C=C(\C#N)c3nc4ccccc4o3)c(=O)oc2c1,3.127
CC1=CC(C)=[N+]2C1=C(c1c3ccccc3c(C)c3ccccc13)c1c(C)cc(C)n1[B-]2(F)F,3.179
O=c1c2ccccc2c(=O)c2c1c(NCCCN1CCN(Cc3ccccc3)CC1)cc1oc3ccccc3[nH]c12,2.622
