smiles,energy_max_osc
CCN(CC)C(=O)c1ccc(P(=O)([O-])OCCCCCC(=O)O)cc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,3.056
CCN(CC)C(=O)c1ccc(P(=O)([O-])OCCCCCC(=O)OP(F)P)cc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,3.107
O=C([O-])c1ccc(C2=c3cc4c5c(c3Oc3c2cc2c6c3CCCN6CCC2)CCC[N+]=5CCC4)c(C(=O)[O-])c1,4.395
O=C([O-])c1ccc(C2=c3cc4c5c(c3Oc3c2cc2c6c3CCCN6CCC2)CCC[N+]=5CCC4)c(C(=O)O)c1,3.163
O=S(=O)([O-])c1cc(S(=O)(=O)O)ccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,3.147
O=C([O-])c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,4.59
CCCCCCOc1ccc(-n2c3cc(/C=C(\C#N)C(=O)O)sc3c3sc(-c4ccc(C5=C6C(C)=CC(C)=[N+]6[B-](F)(F)n6c(C)cc(C)c65)cc4)cc32)c(OCCCCCC)c1,3.067
CCCCN1c2ccc(-c3ccc(OCC)cc3)cc2Oc2cc(-c3ccc(/C=C(\CN)C(=O)O)o3)ccc21,3.324
Nc1ccc(Nc2nc(Nc3cccc4ccccc34)nc(Nc3cccc4ccccc34)n2)cc1,4.28
c1ccc2c(-c3c4ccccc4c(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)c4ccccc34)cccc2c1,3.633
CCC12C(=C3C(=C4c5ccc(-c6ccccc6)cc5S(=O)(=O)C41CC)C(F)(F)C(F)(F)C3(F)F)c1ccc(-c3ccccc3)cc1S2(=O)=O,2.99
CCC12C(=C3C(=C4c5ccc(-c6ccc(C(C)=O)cc6)cc5S(=O)(=O)C41CC)C(F)(F)C(F)(F)C3(F)F)c1ccc(-c3ccc(C(C)=O)cc3)cc1S2(=O)=O,2.978
CCC12C(=C3C(=C4c5ccc(-c6ccc(CO)cc6)cc5S(=O)(=O)C41CC)C(F)(F)C(F)(F)C3(F)F)c1ccc(-c3ccc(CO)cc3)cc1S2(=O)=O,2.965
CC1c2ccccc2-c2cc3nc(-c4ccccc4)c(-c4ccccc4)nc3cc21,3.839
COc1ccc(Nc2ccc(Nc3c4ccccc4nc4ccccc34)cc2)cc1,3.351
C=Cc1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(C=C)cc7)s6)o5)cc4)o3)s2)cc1,3.402
CCc1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(CC)cc7)s6)o5)cc4)o3)s2)cc1,3.491
Cc1cccc(C)c1Nc1ccc2c(-c3ccccc3S(=O)(=O)[O-])c3ccc(=[NH+]c4c(C)cc(S(=O)(=O)[O-])cc4C)cc-3oc2c1,3.237
O=c1cc(-c2nc3ccccn3c2NC2CCCCC2)occ1OCc1ccccc1,3.861
Cc1cccc2nc(-c3cc(=O)c(OCc4ccccc4)co3)c(NC3CCCCC3)n12,4.073
O=C1C(=O)N(CN2CCC(C(=O)Nc3cnccn3)CC2)c2cc3c(cc21)OCCO3,3.377
Nc1nc2nc[nH]c2c(=O)[nH]1,5.055
Cn1c(N)nc2nc[nH]c2c1=O,5.03
CCC1=C(C)C2=C(c3ccc(C(=O)O)cc3)C3=C(C)C(CC)C(C)=[N+]3[B-](C#COCCOC)(C#COCCOC)N2C1C,3.442
CCCCCCSC1=C(SCCCCCC)SC(=c2c3ccccc3c(=C3SC(SCCCCCC)=C(SCCCCCC)S3)c3cc(C#Cc4ccc(/C=C(\C#N)C(=O)O)cc4)ccc23)S1,3.171
c1cc2ccc1CCc1ccc(cc1)CC2,4.532
CN(C)c1ccc(C2=Nc3sc4cc(-c5cccs5)ccc4[n+]3[B-](F)(F)O2)cc1,3.698
O=c1c2ccccc2sc2ccc(-n3c4ccccc4c4ccccc43)cc12,3.916
CCCCCCc1cc(/C=C(\C#N)C(=O)O)sc1-c1ccc(-c2sc(-c3cc4sc5ccsc5c4s3)cc2CCCCCC)s1,2.757
CCCCCCc1c(-c2ccc(/C=C(\C#N)C(=O)O)s2)sc(-c2ccc(-c3cc4sc5ccsc5c4s3)s2)c1CCCCCC,2.922
Cc1cccc(-c2c3ccccc3cc3ccccc23)n1,3.773
O=C(Cn1c2ccccc2c(=O)c2cc(Cl)ccc21)NCc1ccc(F)cc1,3.938
O=C(Cn1c2ccccc2c(=O)c2ccccc21)N[C@H](C(=O)O)c1ccccc1,3.951
O=C(Cn1c2ccccc2c(=O)c2ccccc21)N[C@@H](C(=O)O)c1ccc(O)cc1,3.929
COc1ccc(CN(CC(F)(F)F)C(=O)Cn2c3ccccc3c(=O)c3ccccc32)cc1,3.985
COC(=O)CC(NC(=O)Cn1c2ccccc2c(=O)c2ccccc21)c1ccc(C)cc1,3.947
COc1cc(C)c(CN(C)C(=O)Cn2c3ccccc3c(=O)c3ccccc32)cc1OC,3.945
COc1ccc(CNC(=O)Cn2c3ccccc3c(=O)c3ccccc32)cc1,3.997
CN(Cc1ccc(Cl)c(Cl)c1)C(=O)Cn1c2ccccc2c(=O)c2ccccc21,3.922
CC(C)c1ccc(C(C)NC(=O)Cn2c3ccccc3c(=O)c3ccccc32)cc1,3.966
CC(C)Oc1cccc(C(C)NC(=O)Cn2c3ccccc3c(=O)c3ccccc32)c1,3.941
CN(C)c1ccc(CNC(=O)Cn2c3ccccc3c(=O)c3ccccc32)cc1,3.826
CCCOc1ccc(CN(CCC)C(=O)Cn2c3ccccc3c(=O)c3ccccc32)cc1OC,3.944
C=CCOc1ccc(CN(C)C(=O)Cn2c3ccccc3c(=O)c3ccccc32)cc1,3.998
CC(NC(=O)Cn1c2ccccc2c(=O)c2ccccc21)c1ccccc1,3.962
CC(NC(=O)Cn1c2ccccc2c(=O)c2ccccc21)c1ccc(Cl)cc1Cl,3.945
CC(NC(=O)Cn1c2ccccc2c(=O)c2ccccc21)c1ccc(OC(F)F)cc1,3.943
CC(NC(=O)Cn1c2ccccc2c(=O)c2ccccc21)c1ccc(S(C)(=O)=O)cc1,3.941
CCC(NC(=O)Cn1c2ccccc2c(=O)c2ccccc21)c1ccc(OC)cc1,3.992
Cc1ccc2c(c1)c(=O)c1ccccc1n2CC(=O)NCc1ccc(Cl)cc1,3.961
CN(Cc1ccc(F)cc1F)C(=O)Cn1c2ccccc2c(=O)c2ccccc21,3.946
CN(Cc1ccc(F)c(F)c1)C(=O)Cn1c2ccccc2c(=O)c2ccccc21,3.942
O=C(Cn1c2ccccc2c(=O)c2ccccc21)NCc1ccccc1,3.96
Cc1cc(CNC(=O)Cn2c3ccccc3c(=O)c3ccccc32)ccc1F,3.946
CNC(=O)c1ccc(CNC(=O)Cn2c3ccccc3c(=O)c3ccccc32)cc1,3.968
O=C(Cn1c2ccccc2c(=O)c2ccccc21)NCc1cccc(C(F)(F)F)c1,3.947
CCCN(Cc1ccc(C)cc1)C(=O)Cn1c2ccccc2c(=O)c2ccccc21,3.965
COc1cc(CNC(=O)Cn2c3ccccc3c(=O)c3ccccc32)ccc1OC(F)F,3.975
COc1ccc(OC)c(CNC(=O)Cn2c3ccccc3c(=O)c3ccccc32)c1,3.964
CN(C)CC(NC(=O)Cn1c2ccccc2c(=O)c2ccccc21)c1ccccc1,3.941
CC(C)CC(NC(=O)Cn1c2ccccc2c(=O)c2ccccc21)c1ccccc1,3.951
COC(=O)CN(Cc1ccc(Cl)cc1)C(=O)Cn1c2ccccc2c(=O)c2ccccc21,3.938
CCN(CC)Cc1ccccc1CNC(=O)Cn1c2ccccc2c(=O)c2ccccc21,3.963
COc1ccccc1CNC(=O)Cn1c2ccccc2c(=O)c2ccccc21,3.961
CC(C)C(=O)Nc1cccc(CNC(=O)Cn2c3ccccc3c(=O)c3ccccc32)c1,4.028
CCOc1ccc(CN(CC)C(=O)Cn2c3ccccc3c(=O)c3ccccc32)cc1OC,3.956
CCC(C)N(Cc1ccccc1)C(=O)Cn1c2ccccc2c(=O)c2ccccc21,3.947
CCN(CC)c1ccc(CN(C)C(=O)Cn2c3ccccc3c(=O)c3ccccc32)cc1,3.956
O=C(Cn1c2ccccc2c(=O)c2ccccc21)NC(C(=O)O)c1ccccc1,3.951
O=c1c2ccccc2c(=O)c2c1c(NCCN1CCCC1)cc1oc3ccccc3[nH]c12,2.653
Cc1ccc2[nH]c3c(cc(NCCN4CCCC4)c4c(=O)c5ccccc5c(=O)c43)oc2c1,2.635
Cc1ccc2oc3cc(NCCN4CCCC4)c4c(=O)c5ccccc5c(=O)c4c3[nH]c2c1,2.607
Cc1cccc2oc3cc(NCCN4CCCC4)c4c(=O)c5ccccc5c(=O)c4c3[nH]c12,2.597
CCOc1ccc2ccccc2c1C(=O)Nc1ccc(C(=O)/C=C/c2ccc(N(C)CCO)cc2)cc1,3.79
CN(C)c1ncnc2c1NC(=O)C(O)N2C,4.869
BrCCCCCCOc1ccc(-c2ccc(-c3sc(-c4c5c(c(-c6sc(-c7ccc(-c8ccc(OCCCCCCBr)cc8)cc7)c7c6OCCO7)c6nsnc46)N=S=N5)c4c3OCCO4)cc2)cc1,3.447
[N-]=[N+]=NCCCCCCOc1ccc(-c2ccc(-c3sc(-c4c5c(c(-c6sc(-c7ccc(-c8ccc(OCCCCCCN=[N+]=[N-])cc8)cc7)c7c6OCCO7)c6nsnc46)N=S=N5)c4c3OCCO4)cc2)cc1,3.438
COc1ccc(OC)c(-c2cc3c(o2)=CC2=Cc4cc5oc(-c6cc(OC)ccc6OC)cc5n4[B-](F)(F)[N+]=32)c1,2.434
CC(C)c1ccccc1-c1cc2c(o1)=CC1=Cc3cc4oc(-c5ccccc5C(C)C)cc4n3[B-](F)(F)[N+]=21,2.554
COc1ccc(-c2cc3c(o2)=CC2=Cc4cc5oc(-c6ccc(OC)cc6OC)cc5n4[B-](F)(F)[N+]=32)c(OC)c1,2.441
COc1ccc(-c2oc3c(c2Br)=[N+]2C(=C(C(F)(F)F)c4c(Br)c5oc(-c6ccc(OC)cc6)c(Br)c5n4[B-]2(F)F)C=3Br)cc1,2.098
COc1ccc(-c2oc3c(c2Br)=[N+]2C(=C(C(F)(F)F)c4cc5oc(-c6ccc(OC)cc6)c(Br)c5n4[B-]2(F)F)C=3)cc1,2.24
COc1ccccc1-c1cc2c(o1)=CC1=Cc3cc4oc(-c5ccccc5OC)cc4n3[B-](F)(F)[N+]=21,2.484
F[B-]1(F)n2c(cc3oc(-c4ccccc4)cc32)C=C2C=c3oc(-c4ccccc4)cc3=[N+]21,2.488
COc1ccc(-c2cc3c(o2)=CC2=Cc4cc5oc(-c6ccc(OC)cc6)cc5n4[B-](F)(F)[N+]=32)cc1,2.43
CC(C)c1ccc(-c2cc3c(o2)=CC2=Cc4cc5oc(-c6ccc(C(C)C)cc6)cc5n4[B-](F)(F)[N+]=32)cc1,2.453
COc1ccc(-c2cc3c(o2)=CC2=C(C(F)(F)F)c4cc5oc(-c6ccc(OC)cc6)cc5n4[B-](F)(F)[N+]=32)cc1,2.297
Cc1nc2cc(/C=C/c3ccc(N(C)C)cc3)ccc2nc1-c1ccccc1,3.609
C(=N/Nc1nnc(-c2ccccc2)c(-c2ccccc2)n1)\c1c2ccccc2cc2ccccc12,3.238
CCCCCCCCCCCCN(c1ccc(-c2ccc(/C=C(\C#N)C(=O)O)s2)cc1)c1ccc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)cc1,3.152
C[n+]1c2ccccc2nc2ccc(NCCO)cc21,3.159
COc1ccc2nc3cc(Cl)ccc3[n+]([O-])c2c1,3.434
CC[n+]1c2ccccc2nc2ccccc21,3.889
Cc1cccc2c1nc1ccccc1[n+]2[O-],3.481
CC[n+]1c2ccccc2nc2ccc(N(C)C)cc21,3.11
CC[n+]1c2ccccc2nc2ccc(N)cc21,3.778
CC[n+]1c2ccccc2nc2ccc(NCCC(=O)O)cc21,3.17
CC[n+]1c2ccccc2nc2ccc(NCCO)cc21,3.166
COc1cccc2c1nc1ccccc1[n+]2C,3.855
COc1cccc2c1nc1ccccc1[n+]2[O-],3.168
CNc1ccc2nc3ccccc3[n+](C)c2c1,3.251
COC(=O)CCNc1ccc2nc3ccccc3[n+](C)c2c1,3.157
CCN(CC)c1ccc2nc3ccccc3[n+](CC)c2c1,3.085
[O-][n+]1c2ccccc2nc2c(Cl)cccc21,3.451
[O-][n+]1c2ccccc2nc2ccccc21,3.531
C[n+]1c2ccccc2nc2ccccc21,3.873
N#CC(=Cc1cc(-c2ccc(C=C(C#N)c3ccc(-c4cccc5ccccc45)cc3)cc2)cs1)c1ccccc1,3.572
c1ccc(-c2cc3ccsc3s2)cc1,4.437
CCCCCCCCn1c2ccccc2c2cc(-c3sc(-c4nc(CCCCCC)c(-c5ccc(C=C(C#N)C(=O)O)s5)s4)nc3CCCCCC)ccc21,2.958
O=C(/C=C/c1ccc(Br)cc1)Nc1ccc(/N=N/c2ccccc2)c(NC(=O)/C=C/c2ccc(Br)cc2)c1,3.61
COc1ccc(CCn2c(Nc3cc(Cl)cc(Cl)c3)nc3cc4c(C)c(C(N)=O)c(=O)oc4cc32)cc1,3.995
COc1cccc(Nc2nc3cc4c(C)c(C(N)=O)c(=O)oc4cc3n2CCc2ccc(Cl)cc2)c1,3.952
C(S/C=C/c1ccc(/C=C/SC=C2CCCCCC2)cc1)=C1CCCCCC1,3.884
O=C1C(=O)N(C(C(=O)c2ccccc2)C2CC(=O)N(c3ccc(Cl)cc3)C2=O)c2ccccc21,3.514
O=C1C(=O)N(C(C(=O)c2ccccc2)C2CC(=O)N(c3ccccc3C(F)(F)F)C2=O)c2ccccc21,3.536
Cc1ccc(C2=C3C=CC(n4cc(-c5ccccc5)cn4)=[N+]3[B-](F)(F)n3c2ccc3-n2cc(-c3ccccc3)cn2)cc1,2.871
COc1ccc(C2=[N+]3C(=Cc4c(C)c(CCC(=O)NCCCCCC(=O)ON5C(=O)CCC5=O)c(C)n4[B-]3(F)F)C=C2)cc1,2.82
CC(=O)[C@H]1C[C@@H](CC(=O)[O-])C1(C)C,4.361
FC1(F)C(F)(F)C(F)(Cl)C1(F)Cl,6.504
CC(=O)C1CC(CC=O)C1(C)C,4.32
C1CCC1,8.873
CC(=O)C1CC(CC(=O)O)C1(C)C,4.399
O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,4.635
O=C(Cn1c2ccccc2c(=O)c2ccccc21)Nc1nnc(C2CC2)s1,3.933
CC1=CC(C)(C)Nc2ccc3c(-c4ccc(CN5CCCCC5)cc4)c4ccc(=[NH2+])cc-4n(C)c3c21,3.222
Cc1ccc(-c2c3nc(c(-c4ccco4)c4ccc(s4)c(-c4ccco4)c4nc(c(-c5ccc(C)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,3.557
CC1(C)c2ccccc2-c2ccc([C@H]3c4cc(-c5ccc(-c6ccc(/C=C(\C#N)C(=O)O)s6)s5)cc5c4[C@H](CCC5)N3c3ccccc3)cc21,3.059
CC1(C)c2ccccc2-c2ccc(C3c4cc(-c5ccc(-c6ccc(C=C(C#N)C(=O)O)s6)s5)cc5c4C(CCC5)N3c3ccccc3)cc21,3.081
COc1ccccc1C(=O)NCCC(=O)Nc1ccc(N=Nc2ccccc2)cc1,3.783
O=C(Nc1ccc(N=Nc2ccccc2)cc1)NC1CC1,3.843
CN(C)c1ccc(C(=Cc2ccc(-c3ccc(C=C4SC(=S)N(CC(=O)O)C4=O)cc3)s2)c2ccc(N(C)C)cc2)cc1,2.796
c1ccc(-c2[o+]c3c(-c4ccccc4)c(-c4ccccc4)c4cc5cccc6ccc7cc(c2-c2ccccc2)c3c4c7c65)cc1,2.727
COc1ccc(-c2[o+]c3c(-c4ccc(OC)cc4)c(-c4ccc(OC)cc4)c4cc5cccc6ccc7cc(c2-c2ccc(OC)cc2)c3c4c7c65)cc1,2.582
CCN(CC)c1ccc(C=C(C#N)c2ccc(-c3nc4ccc(C(=O)O)cc4[nH]3)s2)cc1,3.182
CCN(CC)c1ccc(C=C(C#N)c2ccc(-c3nc4cc(C(=O)O)ccc4[nH]3)s2)cc1,3.206
N#Cc1cc2nc3c(nc2cc1C#N)C1c2ccc(N(c4ccccc4)c4ccccc4)cc2C3c2ccc(N(c3ccccc3)c3ccccc3)cc21,3.856
O=C(Nc1ccc(Cl)cc1)c1ccc2nc3ccccc3nc2c1,3.969
O=C(Nc1ccccc1)c1ccc2nc3ccccc3nc2c1,3.972
Cc1ccc(NC(=O)c2ccc3nc4ccccc4nc3c2)cc1,3.963
Nc1ccc(/N=N/c2ccc(-c3ccc(/N=N/c4c(S(=O)(=O)[O-])cc5c(c4N)C(=O)/C(=N/Nc4ccccc4)C(S(=O)(=O)[O-])=C5)cc3)cc2)c(N)c1,2.342
CCCCCCCCCCc1ccc(-c2nc3c(-c4ccc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)s4)ccc(-c4ccc(/C=C(\C#N)C(=O)O)s4)c3nc2-c2ccc(CCCCCCCC)s2)s1,2.583
CCCCC1(CCCC)c2ccccc2-c2ccc(-c3ccc4c(c3)C(=O)c3cc(-c5ccc(/C=C(\C#N)C(=O)O)s5)ccc3-4)cc21,3.146
CCCCCCOc1ccc(-n2c3cc(/C=C(\C#N)C(=O)O)sc3c3sc(-c4ccc(N(c5ccc6ccsc6c5)c5ccc6ccsc6c5)cc4)cc32)c(OCCCCCC)c1,2.838
COc1ccc2c3c(c4ccc(OC)cc4c2c1)C(C)(C)c1sccc1-3,3.884
CCCCCCCCn1c(=O)/c(=c2\s/c(=C\c3ccc4c(c3)C3CCCC3N4c3ccc4c(c3)C(CCCC)(CCCC)c3ccccc3-4)c(=O)n2CC(=O)O)s/c1=C(/C#N)C(=O)O,2.911
CCCCC1(CCCC)c2ccccc2-c2ccc(N3c4ccc(/C=c5\s/c(=c6/sc(=C(C#N)C#N)n(CCCCCCCC(=O)O)c6=O)n(CC(=O)O)c5=O)cc4C4CCCC43)cc21,3.044
CCCCCCCCn1c(=C(C#N)C#N)s/c(=c2/s/c(=C\c3ccc4c(c3)C3CCCC3N4c3ccc4c(c3)C(CCCC)(CCCC)c3ccccc3-4)c(=O)n2CC(=O)O)c1=O,3.053
Cc1cc[n+](CC(=O)CCCSSCCNC(=O)C[n+]2ccc(C)cc2)cc1,4.593
O=C(c1ccc(N2c3ccccc3Oc3ccccc32)cc1)c1cccc(C(=O)c2ccc(N3c4ccccc4Oc4ccccc43)cc2)c1,3.601
C(=N/c1ccc2nc(-c3ccccc3)oc2c1)\c1c2ccccc2cc2ccccc12,3.185
[2H]c1c([2H])c2c([2H])c([2H])c3c([2H])c([2H])c4c([2H])c([2H])c5c([2H])c([2H])c([2H])c6c(c1[2H])c2c3c4c56,3.78
c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,3.78
CC1CC2(CCCCCC2)N2C(=O)C(=O)c3cc(F)cc1c32,3.306
Cc1cc2c3c(c1)C(C)(C)CC1(CCCCCC1)N3C(=O)C2=O,3.312
Cc1cc(/C=C/c2ccc(OCc3ccc(Br)cc3)cc2)n2c1C=C1C=CC=[N+]1[B-]2(F)F,2.814
Cc1cc(/C=C/c2ccc(OCc3ccccc3)cc2)n2c1C=C1C=CC=[N+]1[B-]2(F)F,2.81
Cc1cc(/C=C/c2ccc(OCc3ccc(F)cc3)cc2)n2c1C=C1C=CC=[N+]1[B-]2(F)F,2.723
CCn1c2sccc2c2c3nsnc3c3c4ccsc4n(CC)c3c21,3.494
c1cc2c([nH]c3c4[nH]c5sccc5c4c4nsnc4c23)s1,3.588
COC(=O)CN1C(=O)c2cccc3c(Nc4cnccn4)ccc(c23)C1=O,3.682
O=c1c2ccccc2c(=O)c2c1c(NC1CCCCC1)cc1oc3ccccc3[nH]c12,2.622
O=c1c2ccccc2c(=O)c2c1c(NC1CCCCC1)cc1oc3cc(Cl)ccc3[nH]c12,2.627
Cc1cccc2oc3cc(NC4CCCCC4)c4c(=O)c5ccccc5c(=O)c4c3[nH]c12,2.605
Cc1ccc2[nH]c3c(cc(NC4CCCCC4)c4c(=O)c5ccccc5c(=O)c43)oc2c1,2.605
CC(C)(C)c1ccc2[nH]c3c(cc(NC4CCCCC4)c4c(=O)c5ccccc5c(=O)c43)oc2c1,2.6
Cc1ccc2oc3cc(NC4CCCCC4)c4c(=O)c5ccccc5c(=O)c4c3[nH]c2c1,2.613
CCCCCCn1c2ccccc2c2cc(N3c4ccc(/C=C/c5ccc(/C=C(\C#N)C(=O)O)s5)cc4C4CCCC43)ccc21,2.869
CCc1ccc(-n2c3ccccc3c3cc4c(cc32)c2ccccc2n4-c2ccc(CC)s2)s1,3.903
c1ccc2c(c1)-c1c3ccccc3cc3c4c5c(cccc5c-2c13)-c1c-4ccc2ccccc12,2.351
CCCCn1c2ccccc2c2cc(-c3ccc(-c4ccc(C=C(C#N)C(=O)O)cc4)c4nsnc34)c3ccccc3c21,3.193
Oc1ccccc1C1CCCCC1,5.186
CC(C)(C)c1cc(C2CCCCC2)cc(C(C)(C)C)c1O,5.127
OC1(c2ccccc2)CCCCC1,5.42
c1ccc(C2CCCCC2)cc1,5.419
Oc1ccc(C2CCCCC2)cc1,5.148
CCCCC1(CCCC)c2cc(C#Cc3ccc(C=C4c5ccccc5C=Cc5ccccc54)cc3)ccc2-c2ccc(C#Cc3ccc(C=C4c5ccccc5C=Cc5ccccc54)cc3)cc21,3.431
Cc1ccc(-n2c(-c3ccccc3[N-]S(=O)(=O)c3ccc(C)cc3)[nH+]c3c4ccccc4c4ccccc4c32)cc1,3.689
Cc1ccc(N(c2ccc(C)cc2)c2ccc(/C=N/N(c3ccccc3)c3ccc(/C=C4\SC(=S)N(CC(=O)O)C4=O)cc3)cc2)cc1,3.058
Cc1ccc(N(c2ccccc2)c2ccc(C=NN(c3ccccc3)c3ccc(C=C4SC(=S)N(CC(=O)O)C4=O)cc3)cc2)cc1,3.244
CCCCCCc1ccc(N(c2ccc(C=NN(c3ccccc3)c3ccc(C=C4SC(=S)N(CC(=O)O)C4=O)cc3)cc2)c2ccc(CCCCCC)cc2)cc1,3.146
O=C(O)CN1C(=O)C(=Cc2ccc(N(N=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccccc3)cc2)SC1=S,3.253
O=C1OC(=O)[C@H]2[C@@H]1[C@@H]1C[C@H]2c2c1c(-c1ccccc1)c1ccccc1c2-c1ccccc1,4.474
Cc1cccc2[n+]1[B-](c1ccccc1)(c1ccccc1)c1cccc3c4c5c(cccc5c-2c13)[B-](c1ccccc1)(c1ccccc1)[n+]1c(C)cccc1-4,2.604
c1ccc2c(B(c3c4ccccc4cc4ccccc34)c3c4ccccc4cc4ccccc34)c3ccccc3cc2c1,3.115
N#C/C(=C\c1ccc(-c2sc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3c2OCCO3)cc1)C(=O)O,3.069
N#C/C(=C\c1ccc(-c2sc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3c2OCCO3)cc1F)C(=O)O,3.117
N#C/C(=C\c1ccc(-c2sc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3c2OCCO3)c(F)c1)C(=O)O,3.085
CCCCOC(=O)c1cc(Cl)c2c3c(Cl)cc4c(=O)n(-c5c(C(C)C)cccc5C(C)C)c(=O)c5cc(Cl)c(c6c(Oc7ccc(C(=O)OC)cc7)cc(C(=O)OCCCC)c1c26)c3c45,2.895
CCCCOC(=O)c1cc(Cl)c2c3c(Cl)cc4c(=O)n(-c5c(C(C)C)cccc5C(C)C)c(=O)c5cc(Cl)c(c6c(Oc7ccc(OC)cc7)cc(C(=O)OCCCC)c1c26)c3c45,2.89
O=C(Cn1c2ccccc2c(=O)c2ccccc21)N1CCCSc2ccccc21,3.961
N#C/C(=C\c1ccc2c(c1)Sc1cc(Nc3ccc4c(c3)C(=O)/C(=C3\Sc5ccccc5C3=O)S4)ccc1N2c1ccccc1)C(=O)O,3.194
O=C1NC(=O)[C@H]([C@H]2C[C@H](O)[C@@H](CO)O2)C=C1C#Cc1ccc2c(c1)Cc1ccccc1-2,4.044
N#CC1=CC(/C=C/c2ccccc2)=CC(C#N)=P1(c1ccccc1)c1ccccc1,3.056
CCCCCCc1cc(-c2ccc3c(c2)C2CCCC2N3c2ccc3c(c2)C(C)(C)c2ccccc2-3)sc1C=C1C(=C(C#N)C#N)c2ccc(C(=O)O)cc2C1=C(C#N)C#N,2.196
CCCCCCCCCCCCN1c2ccccc2Oc2cc(/C=C(\C#N)C(=O)O)ccc21,3.221
CCCCCCCCN1c2ccccc2Oc2cc(/C=C(\C#N)C(=O)O)ccc21,3.246
CC(=O)N1c2ccc(O)cc2Oc2cc(O)ccc21,4.775
CCCCN1c2ccccc2Oc2cc(/C=C(\C#N)C(=O)O)ccc21,3.239
CCCCCCN1c2ccccc2Oc2cc(/C=C(\C#N)C(=O)O)ccc21,3.271
CCCCN1c2ccc(/C=C(\C#N)C(=O)O)cc2Oc2cc(/C=C(\C#N)C(=O)O)ccc21,3.03
c1ccc2c(c1)Nc1ccccc1O2,4.115
CN(CCCCN(C)c1ccc(C=O)cc1)c1ccc(C=O)cc1,3.989
CN(CCCCN(C)c1ccc(CO)cc1)c1ccc(CO)cc1,4.642
O=C(Cn1c2ccccc2c(=O)c2ccccc21)NCCc1ccc2c(c1)OCCO2,3.992
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3c4ccccc4c(-c4ccc(/C=C(\C#N)C(=O)O)s4)c4nn(CCCCCC)nc34)cc2)cc1,2.561
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3c4ccccc4c(-c4ccc(C=C(C#N)C(=O)O)s4)c4nn(CCCCCC)nc34)cc2)cc1,2.654
CCN(CC)c1ccc2cc(-c3ccc(-c4ccc5ccc6c(-c7ccc(-c8cc9ccc(N(CC)CC)cc9oc8=O)cc7)ccc7ccc4c5c76)cc3)c(=O)oc2c1,3.509
C1=Cc2nc1c(-c1cccs1)c1ccc([nH]1)c(-c1cccs1)c1nc(c(-c3cccs3)c3ccc([nH]3)c2-c2cccs2)C=C1,3.755
COc1ccccc1C=Nn1cnnc1,4.382
C(=Nn1cnnc1)c1ccccc1,4.821
COc1ccccc1/C=N/n1cnnc1,4.381
CCCCC(CC)CN1C(=O)c2c(-c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)c(F)c4)s3)sc(-c3ccc(-c4ccc5c(c4)c4ccccc4n5CC(CC)CCCC)s3)c2C1=O,2.817
CCN(CC)C1=[S][Zn]2(S1)SC(N(CC)CC)=[S]2,4.321
CN(C)C(=O)C1CCCN1CN1C(=O)C(=O)c2cc3c(cc21)OCCO3,3.305
S=c1[nH]nc(-c2ccccc2)n1-c1ccccc1,4.299
CCCCCCCCn1c2ccccc2c2cc(/C=C/c3cc(C)c4n3[B-](F)(F)[N+]3=C(/C=C/c5ccc6c7ccccc7n(CCCCCCCC)c6c5)C=C(C)C3=C4c3ccc(C(=O)O)cc3)ccc21,3.692
CCn1c2ccccc2c2cc(/C=C/c3cc(C)c4n3[B-](F)(F)[N+]3=C(/C=C/c5ccc6c7ccccc7n(CC)c6c5)C=C(C)C3=C4c3ccc(C(=O)O)cc3)ccc21,3.717
CCCCCCC1(CCCCCC)c2ccccc2-c2ccc(N3c4ccc(/C=C(\C#N)C(=O)O)cc4Sc4cc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)ccc43)cc21,3.178
